# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "/binf-isilon/vintherlab/jvinther/scratch/data/sequences/RNAs_100.saf" "-o" "/binf-isilon/vintherlab/jvinther/scratch/featureCount_counts.txt" "-F" "SAF" "02.sam" "03.sam" "05.sam" "06.sam" "08.sam" "09.sam" "11.sam" "12.sam" "14.sam" "15.sam" 
Geneid	Chr	Start	End	Strand	Length	02.sam	03.sam	05.sam	06.sam	08.sam	09.sam	11.sam	12.sam	14.sam	15.sam
hsa-mir-215_MI0000291_human_miR-215	hsa-mir-215_MI0000291_human_miR-215	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-216a_MI0000292_human_miR-216a	hsa-mir-216a_MI0000292_human_miR-216a	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-217_MI0000293_human_miR-217	hsa-mir-217_MI0000293_human_miR-217	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-218-1_MI0000294_human_miR-218-1	hsa-mir-218-1_MI0000294_human_miR-218-1	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-218-2_MI0000295_human_miR-218-2	hsa-mir-218-2_MI0000295_human_miR-218-2	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-219a-1_MI0000296_human_miR-219a-1	hsa-mir-219a-1_MI0000296_human_miR-219a-1	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-221_MI0000298_human_miR-221	hsa-mir-221_MI0000298_human_miR-221	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-222_MI0000299_human_miR-222	hsa-mir-222_MI0000299_human_miR-222	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-223_MI0000300_human_miR-223	hsa-mir-223_MI0000300_human_miR-223	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-224_MI0000301_human_miR-224	hsa-mir-224_MI0000301_human_miR-224	1	81	+	81	0	0	0	0	0	0	0	0	0	0
hsa-mir-200b_MI0000342_human_miR-200b	hsa-mir-200b_MI0000342_human_miR-200b	1	95	+	95	0	0	0	0	0	0	0	0	0	0
hsa-let-7g_MI0000433_human_let-7g	hsa-let-7g_MI0000433_human_let-7g	1	84	+	84	0	0	2	0	0	0	0	0	0	0
hsa-let-7i_MI0000434_human_let-7i	hsa-let-7i_MI0000434_human_let-7i	1	84	+	84	0	0	0	0	0	0	0	0	0	0
hsa-mir-1-2_MI0000437_human_miR-1-2	hsa-mir-1-2_MI0000437_human_miR-1-2	1	85	+	85	0	0	0	0	0	0	0	0	0	0
hsa-mir-15b_MI0000438_human_miR-15b	hsa-mir-15b_MI0000438_human_miR-15b	1	98	+	98	0	0	0	0	0	0	0	0	0	0
hsa-mir-23b_MI0000439_human_miR-23b	hsa-mir-23b_MI0000439_human_miR-23b	1	97	+	97	0	0	0	0	0	0	0	0	0	0
hsa-mir-27b_MI0000440_human_miR-27b	hsa-mir-27b_MI0000440_human_miR-27b	1	97	+	97	0	0	0	1	0	0	0	0	0	0
hsa-mir-30b_MI0000441_human_miR-30b	hsa-mir-30b_MI0000441_human_miR-30b	1	88	+	88	0	0	0	0	0	0	0	0	0	0
hsa-mir-122_MI0000442_human_miR-122	hsa-mir-122_MI0000442_human_miR-122	1	85	+	85	0	0	1	1	2	0	3	1	2	0
hsa-mir-124-1_MI0000443_human_miR-124-1	hsa-mir-124-1_MI0000443_human_miR-124-1	1	85	+	85	0	0	0	0	0	0	0	0	0	0
hsa-mir-124-2_MI0000444_human_miR-124-2	hsa-mir-124-2_MI0000444_human_miR-124-2	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-124-3_MI0000445_human_miR-124-3	hsa-mir-124-3_MI0000445_human_miR-124-3	1	87	+	87	0	0	0	0	0	0	0	0	0	0
hsa-mir-125b-1_MI0000446_human_miR-125b-1	hsa-mir-125b-1_MI0000446_human_miR-125b-1	1	88	+	88	0	0	0	0	0	0	0	0	0	0
hsa-mir-128-1_MI0000447_human_miR-128-1	hsa-mir-128-1_MI0000447_human_miR-128-1	1	82	+	82	0	0	0	0	0	0	0	0	0	0
hsa-mir-130a_MI0000448_human_miR-130a	hsa-mir-130a_MI0000448_human_miR-130a	1	89	+	89	0	0	0	0	0	0	0	0	0	0
hsa-mir-132_MI0000449_human_miR-132	hsa-mir-132_MI0000449_human_miR-132	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-133a-1_MI0000450_human_miR-133a-1	hsa-mir-133a-1_MI0000450_human_miR-133a-1	1	88	+	88	0	0	0	0	0	0	0	0	0	0
hsa-mir-133a-2_MI0000451_human_miR-133a-2	hsa-mir-133a-2_MI0000451_human_miR-133a-2	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-135a-1_MI0000452_human_miR-135a-1	hsa-mir-135a-1_MI0000452_human_miR-135a-1	1	90	+	90	0	0	0	0	0	0	0	0	0	0
hsa-mir-135a-2_MI0000453_human_miR-135a-2	hsa-mir-135a-2_MI0000453_human_miR-135a-2	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-137_MI0000454_human_miR-137	hsa-mir-137_MI0000454_human_miR-137	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-138-2_MI0000455_human_miR-138-2	hsa-mir-138-2_MI0000455_human_miR-138-2	1	84	+	84	0	0	0	0	0	0	0	0	0	0
hsa-mir-140_MI0000456_human_miR-140	hsa-mir-140_MI0000456_human_miR-140	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-141_MI0000457_human_miR-141	hsa-mir-141_MI0000457_human_miR-141	1	95	+	95	0	0	0	0	0	0	0	0	0	0
hsa-mir-142_MI0000458_human_miR-142	hsa-mir-142_MI0000458_human_miR-142	1	87	+	87	0	0	0	0	0	0	0	0	0	0
hsa-mir-143_MI0000459_human_miR-143	hsa-mir-143_MI0000459_human_miR-143	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-144_MI0000460_human_miR-144	hsa-mir-144_MI0000460_human_miR-144	1	86	+	86	0	0	0	0	0	0	0	0	0	0
hsa-mir-145_MI0000461_human_miR-145	hsa-mir-145_MI0000461_human_miR-145	1	88	+	88	0	0	0	0	0	0	0	0	0	0
hsa-mir-152_MI0000462_human_miR-152	hsa-mir-152_MI0000462_human_miR-152	1	87	+	87	0	0	0	0	0	0	0	0	0	0
hsa-mir-153-1_MI0000463_human_miR-153-1	hsa-mir-153-1_MI0000463_human_miR-153-1	1	90	+	90	0	0	0	0	0	0	0	0	0	0
hsa-mir-153-2_MI0000464_human_miR-153-2	hsa-mir-153-2_MI0000464_human_miR-153-2	1	87	+	87	0	0	0	0	0	0	0	0	0	0
hsa-mir-191_MI0000465_human_miR-191	hsa-mir-191_MI0000465_human_miR-191	1	92	+	92	1	0	0	2	0	4	1	1	0	3
hsa-mir-9-1_MI0000466_human_miR-9-1	hsa-mir-9-1_MI0000466_human_miR-9-1	1	89	+	89	0	0	0	0	0	0	0	0	0	0
hsa-mir-9-2_MI0000467_human_miR-9-2	hsa-mir-9-2_MI0000467_human_miR-9-2	1	87	+	87	0	0	0	0	0	0	0	0	0	0
hsa-mir-9-3_MI0000468_human_miR-9-3	hsa-mir-9-3_MI0000468_human_miR-9-3	1	90	+	90	0	0	0	0	0	0	0	0	0	0
hsa-mir-125a_MI0000469_human_miR-125a	hsa-mir-125a_MI0000469_human_miR-125a	1	86	+	86	1	0	0	0	0	0	0	0	0	0
hsa-mir-125b-2_MI0000470_human_miR-125b-2	hsa-mir-125b-2_MI0000470_human_miR-125b-2	1	89	+	89	0	0	0	0	0	0	0	0	0	0
hsa-mir-126_MI0000471_human_miR-126	hsa-mir-126_MI0000471_human_miR-126	1	85	+	85	0	0	0	0	0	0	0	0	0	0
hsa-mir-127_MI0000472_human_miR-127	hsa-mir-127_MI0000472_human_miR-127	1	97	+	97	0	0	0	0	0	0	0	0	0	0
hsa-mir-129-2_MI0000473_human_miR-129-2	hsa-mir-129-2_MI0000473_human_miR-129-2	1	90	+	90	0	0	0	0	0	0	0	0	0	0
hsa-mir-134_MI0000474_human_miR-134	hsa-mir-134_MI0000474_human_miR-134	1	73	+	73	0	0	0	0	0	0	0	0	0	0
hsa-mir-136_MI0000475_human_miR-136	hsa-mir-136_MI0000475_human_miR-136	1	82	+	82	0	0	0	0	0	0	0	0	0	0
hsa-mir-138-1_MI0000476_human_miR-138-1	hsa-mir-138-1_MI0000476_human_miR-138-1	1	99	+	99	0	0	0	0	0	0	0	0	0	0
hsa-mir-146a_MI0000477_human_miR-146a	hsa-mir-146a_MI0000477_human_miR-146a	1	99	+	99	0	0	0	0	0	0	0	0	0	0
hsa-mir-149_MI0000478_human_miR-149	hsa-mir-149_MI0000478_human_miR-149	1	89	+	89	0	0	0	0	0	0	0	0	0	0
hsa-mir-150_MI0000479_human_miR-150	hsa-mir-150_MI0000479_human_miR-150	1	84	+	84	0	0	0	0	0	0	0	0	0	0
hsa-mir-154_MI0000480_human_miR-154	hsa-mir-154_MI0000480_human_miR-154	1	84	+	84	0	0	0	0	0	0	0	0	0	0
hsa-mir-184_MI0000481_human_miR-184	hsa-mir-184_MI0000481_human_miR-184	1	84	+	84	0	0	0	0	0	0	0	0	0	0
hsa-mir-185_MI0000482_human_miR-185	hsa-mir-185_MI0000482_human_miR-185	1	82	+	82	0	0	0	0	0	0	0	0	0	0
hsa-mir-186_MI0000483_human_miR-186	hsa-mir-186_MI0000483_human_miR-186	1	86	+	86	0	0	0	0	0	0	0	6	0	0
hsa-mir-188_MI0000484_human_miR-188	hsa-mir-188_MI0000484_human_miR-188	1	86	+	86	0	0	0	0	0	0	0	0	0	0
hsa-mir-190a_MI0000486_human_miR-190a	hsa-mir-190a_MI0000486_human_miR-190a	1	85	+	85	0	0	0	0	0	0	0	0	0	0
hsa-mir-193a_MI0000487_human_miR-193a	hsa-mir-193a_MI0000487_human_miR-193a	1	88	+	88	0	0	0	0	0	0	0	0	0	0
hsa-mir-194-1_MI0000488_human_miR-194-1	hsa-mir-194-1_MI0000488_human_miR-194-1	1	85	+	85	0	0	0	0	0	0	0	0	0	0
hsa-mir-195_MI0000489_human_miR-195	hsa-mir-195_MI0000489_human_miR-195	1	87	+	87	0	0	0	0	0	0	0	0	0	0
hsa-mir-206_MI0000490_human_miR-206	hsa-mir-206_MI0000490_human_miR-206	1	86	+	86	0	0	0	0	0	0	0	0	0	0
hsa-mir-320a_MI0000542_human_miR-320a	hsa-mir-320a_MI0000542_human_miR-320a	1	82	+	82	0	0	0	0	0	0	0	0	0	0
hsa-mir-200c_MI0000650_human_miR-200c	hsa-mir-200c_MI0000650_human_miR-200c	1	68	+	68	0	0	0	0	0	0	0	0	0	0
hsa-mir-1-1_MI0000651_human_miR-1-1	hsa-mir-1-1_MI0000651_human_miR-1-1	1	71	+	71	0	0	0	0	0	0	0	0	0	0
hsa-mir-155_MI0000681_human_miR-155	hsa-mir-155_MI0000681_human_miR-155	1	65	+	65	0	0	0	0	0	0	0	0	0	0
hsa-mir-181b-2_MI0000683_human_miR-181b-2	hsa-mir-181b-2_MI0000683_human_miR-181b-2	1	89	+	89	0	0	0	0	0	0	0	0	0	0
hsa-mir-128-2_MI0000727_human_miR-128-2	hsa-mir-128-2_MI0000727_human_miR-128-2	1	84	+	84	0	0	0	0	0	0	0	0	0	0
hsa-mir-194-2_MI0000732_human_miR-194-2	hsa-mir-194-2_MI0000732_human_miR-194-2	1	85	+	85	0	0	0	0	0	0	0	0	0	0
hsa-mir-106b_MI0000734_human_miR-106b	hsa-mir-106b_MI0000734_human_miR-106b	1	82	+	82	0	0	0	0	0	0	0	0	0	0
hsa-mir-29c_MI0000735_human_miR-29c	hsa-mir-29c_MI0000735_human_miR-29c	1	88	+	88	0	0	0	0	0	0	0	0	0	0
hsa-mir-30c-1_MI0000736_human_miR-30c-1	hsa-mir-30c-1_MI0000736_human_miR-30c-1	1	89	+	89	0	0	0	0	0	0	0	0	0	0
hsa-mir-200a_MI0000737_human_miR-200a	hsa-mir-200a_MI0000737_human_miR-200a	1	90	+	90	0	0	0	0	0	0	0	0	0	0
hsa-mir-302a_MI0000738_human_miR-302a	hsa-mir-302a_MI0000738_human_miR-302a	1	69	+	69	0	0	0	0	0	0	0	0	0	0
hsa-mir-101-2_MI0000739_human_miR-101-2	hsa-mir-101-2_MI0000739_human_miR-101-2	1	79	+	79	0	0	0	0	0	0	0	0	0	0
hsa-mir-219a-2_MI0000740_human_miR-219a-2	hsa-mir-219a-2_MI0000740_human_miR-219a-2	1	97	+	97	0	0	0	0	0	0	0	0	0	0
hsa-mir-34b_MI0000742_human_miR-34b	hsa-mir-34b_MI0000742_human_miR-34b	1	84	+	84	0	0	0	0	0	0	0	0	0	0
hsa-mir-34c_MI0000743_human_miR-34c	hsa-mir-34c_MI0000743_human_miR-34c	1	77	+	77	0	0	0	0	0	0	0	0	0	0
hsa-mir-299_MI0000744_human_miR-299	hsa-mir-299_MI0000744_human_miR-299	1	63	+	63	0	0	0	0	0	0	0	0	0	0
hsa-mir-301a_MI0000745_human_miR-301a	hsa-mir-301a_MI0000745_human_miR-301a	1	86	+	86	0	0	0	0	0	0	0	0	0	0
hsa-mir-99b_MI0000746_human_miR-99b	hsa-mir-99b_MI0000746_human_miR-99b	1	70	+	70	0	0	0	0	0	1	0	0	0	0
hsa-mir-296_MI0000747_human_miR-296	hsa-mir-296_MI0000747_human_miR-296	1	80	+	80	0	0	0	0	0	0	0	0	0	0
hsa-mir-130b_MI0000748_human_miR-130b	hsa-mir-130b_MI0000748_human_miR-130b	1	82	+	82	0	0	0	0	1	2	0	1	0	0
hsa-mir-30e_MI0000749_human_miR-30e	hsa-mir-30e_MI0000749_human_miR-30e	1	92	+	92	0	0	0	0	0	0	0	0	0	0
hsa-mir-26a-2_MI0000750_human_miR-26a-2	hsa-mir-26a-2_MI0000750_human_miR-26a-2	1	84	+	84	0	0	0	0	0	0	0	0	0	0
hsa-mir-361_MI0000760_human_miR-361	hsa-mir-361_MI0000760_human_miR-361	1	72	+	72	0	0	0	0	0	0	0	0	0	0
hsa-mir-362_MI0000762_human_miR-362	hsa-mir-362_MI0000762_human_miR-362	1	65	+	65	0	0	0	0	0	0	0	0	0	0
hsa-mir-363_MI0000764_human_miR-363	hsa-mir-363_MI0000764_human_miR-363	1	75	+	75	0	0	0	0	0	0	0	0	0	0
hsa-mir-365a_MI0000767_human_miR-365a	hsa-mir-365a_MI0000767_human_miR-365a	1	87	+	87	0	0	0	0	0	0	0	0	0	0
hsa-mir-365b_MI0000769_human_miR-365b	hsa-mir-365b_MI0000769_human_miR-365b	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-302b_MI0000772_human_miR-302b	hsa-mir-302b_MI0000772_human_miR-302b	1	73	+	73	0	0	0	0	0	0	0	0	0	0
hsa-mir-302c_MI0000773_human_miR-302c	hsa-mir-302c_MI0000773_human_miR-302c	1	68	+	68	0	0	0	0	0	0	0	0	0	0
hsa-mir-302d_MI0000774_human_miR-302d	hsa-mir-302d_MI0000774_human_miR-302d	1	68	+	68	0	0	0	0	0	0	0	0	0	0
hsa-mir-367_MI0000775_human_miR-367	hsa-mir-367_MI0000775_human_miR-367	1	68	+	68	0	0	0	0	0	0	0	0	0	0
hsa-mir-376c_MI0000776_human_miR-376c	hsa-mir-376c_MI0000776_human_miR-376c	1	66	+	66	0	0	0	0	0	0	0	0	0	0
hsa-mir-369_MI0000777_human_miR-369	hsa-mir-369_MI0000777_human_miR-369	1	70	+	70	0	0	0	0	0	0	0	0	0	0
hsa-mir-370_MI0000778_human_miR-370	hsa-mir-370_MI0000778_human_miR-370	1	75	+	75	0	0	0	0	0	0	0	0	0	0
hsa-mir-371a_MI0000779_human_miR-371a	hsa-mir-371a_MI0000779_human_miR-371a	1	67	+	67	0	0	0	0	0	0	0	0	0	0
hsa-mir-372_MI0000780_human_miR-372	hsa-mir-372_MI0000780_human_miR-372	1	67	+	67	0	0	0	0	0	0	0	0	0	0
hsa-mir-373_MI0000781_human_miR-373	hsa-mir-373_MI0000781_human_miR-373	1	69	+	69	0	0	0	0	0	0	0	0	0	0
hsa-mir-374a_MI0000782_human_miR-374a	hsa-mir-374a_MI0000782_human_miR-374a	1	72	+	72	0	0	0	0	0	0	0	0	0	0
hsa-mir-375_MI0000783_human_miR-375	hsa-mir-375_MI0000783_human_miR-375	1	64	+	64	0	0	0	0	0	0	0	0	0	0
hsa-mir-376a-1_MI0000784_human_miR-376a-1	hsa-mir-376a-1_MI0000784_human_miR-376a-1	1	68	+	68	0	0	0	0	0	0	0	0	0	0
hsa-mir-377_MI0000785_human_miR-377	hsa-mir-377_MI0000785_human_miR-377	1	69	+	69	0	0	0	0	0	0	0	0	0	0
hsa-mir-378a_MI0000786_human_miR-378a	hsa-mir-378a_MI0000786_human_miR-378a	1	66	+	66	0	0	0	0	0	0	0	0	0	0
hsa-mir-379_MI0000787_human_miR-379	hsa-mir-379_MI0000787_human_miR-379	1	67	+	67	0	0	0	0	0	0	0	0	0	0
hsa-mir-380_MI0000788_human_miR-380	hsa-mir-380_MI0000788_human_miR-380	1	61	+	61	0	0	0	0	0	0	0	0	0	0
hsa-mir-381_MI0000789_human_miR-381	hsa-mir-381_MI0000789_human_miR-381	1	75	+	75	0	0	0	0	0	0	0	0	0	0
hsa-mir-382_MI0000790_human_miR-382	hsa-mir-382_MI0000790_human_miR-382	1	76	+	76	0	0	0	0	0	0	0	0	0	0
hsa-mir-383_MI0000791_human_miR-383	hsa-mir-383_MI0000791_human_miR-383	1	73	+	73	0	0	0	0	0	0	0	0	0	0
hsa-mir-340_MI0000802_human_miR-340	hsa-mir-340_MI0000802_human_miR-340	1	95	+	95	0	0	0	0	0	0	0	0	0	0
hsa-mir-330_MI0000803_human_miR-330	hsa-mir-330_MI0000803_human_miR-330	1	94	+	94	0	0	0	0	0	0	0	0	0	0
hsa-mir-328_MI0000804_human_miR-328	hsa-mir-328_MI0000804_human_miR-328	1	75	+	75	0	0	0	0	0	0	0	0	0	0
hsa-mir-342_MI0000805_human_miR-342	hsa-mir-342_MI0000805_human_miR-342	1	99	+	99	0	0	0	0	0	0	0	0	0	0
hsa-mir-337_MI0000806_human_miR-337	hsa-mir-337_MI0000806_human_miR-337	1	93	+	93	0	0	0	0	0	0	0	0	0	0
hsa-mir-323a_MI0000807_human_miR-323a	hsa-mir-323a_MI0000807_human_miR-323a	1	86	+	86	0	0	0	0	0	0	0	0	0	0
hsa-mir-326_MI0000808_human_miR-326	hsa-mir-326_MI0000808_human_miR-326	1	95	+	95	0	0	0	0	0	0	0	0	0	0
hsa-mir-151a_MI0000809_human_miR-151a	hsa-mir-151a_MI0000809_human_miR-151a	1	90	+	90	0	0	0	0	0	0	0	0	0	0
hsa-mir-135b_MI0000810_human_miR-135b	hsa-mir-135b_MI0000810_human_miR-135b	1	97	+	97	0	0	0	0	0	0	0	0	0	0
hsa-mir-148b_MI0000811_human_miR-148b	hsa-mir-148b_MI0000811_human_miR-148b	1	99	+	99	0	0	0	0	0	0	0	0	0	0
hsa-mir-331_MI0000812_human_miR-331	hsa-mir-331_MI0000812_human_miR-331	1	94	+	94	0	0	0	0	0	0	0	0	0	0
hsa-mir-324_MI0000813_human_miR-324	hsa-mir-324_MI0000813_human_miR-324	1	83	+	83	0	0	0	0	0	0	0	0	0	0
hsa-mir-338_MI0000814_human_miR-338	hsa-mir-338_MI0000814_human_miR-338	1	67	+	67	0	0	0	0	0	0	0	0	0	0
hsa-mir-339_MI0000815_human_miR-339	hsa-mir-339_MI0000815_human_miR-339	1	94	+	94	0	0	0	0	0	0	0	0	0	0
hsa-mir-335_MI0000816_human_miR-335	hsa-mir-335_MI0000816_human_miR-335	1	94	+	94	0	0	0	0	0	0	0	0	0	0
hsa-mir-133b_MI0000822_human_miR-133b	hsa-mir-133b_MI0000822_human_miR-133b	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-325_MI0000824_human_miR-325	hsa-mir-325_MI0000824_human_miR-325	1	98	+	98	0	0	0	0	0	0	0	0	0	0
hsa-mir-345_MI0000825_human_miR-345	hsa-mir-345_MI0000825_human_miR-345	1	98	+	98	0	0	0	0	0	0	0	0	0	0
hsa-mir-346_MI0000826_human_miR-346	hsa-mir-346_MI0000826_human_miR-346	1	95	+	95	0	0	0	0	0	0	0	0	0	0
hsa-mir-384_MI0001145_human_miR-384	hsa-mir-384_MI0001145_human_miR-384	1	88	+	88	0	0	0	0	0	0	0	0	0	0
hsa-mir-196b_MI0001150_human_miR-196b	hsa-mir-196b_MI0001150_human_miR-196b	1	84	+	84	0	0	0	0	0	0	0	0	0	0
hsa-mir-422a_MI0001444_human_miR-422a	hsa-mir-422a_MI0001444_human_miR-422a	1	90	+	90	0	0	0	0	0	0	0	0	0	0
hsa-mir-423_MI0001445_human_miR-423	hsa-mir-423_MI0001445_human_miR-423	1	94	+	94	0	0	0	0	0	0	0	0	0	0
hsa-mir-424_MI0001446_human_miR-424	hsa-mir-424_MI0001446_human_miR-424	1	98	+	98	0	0	1	0	0	0	0	0	0	0
hsa-mir-425_MI0001448_human_miR-425	hsa-mir-425_MI0001448_human_miR-425	1	87	+	87	0	0	1	0	0	0	0	0	0	0
hsa-mir-18b_MI0001518_human_miR-18b	hsa-mir-18b_MI0001518_human_miR-18b	1	71	+	71	0	0	0	0	0	0	0	0	0	0
hsa-mir-20b_MI0001519_human_miR-20b	hsa-mir-20b_MI0001519_human_miR-20b	1	69	+	69	0	0	0	0	0	0	0	0	0	0
hsa-mir-448_MI0001637_human_miR-448	hsa-mir-448_MI0001637_human_miR-448	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-429_MI0001641_human_miR-429	hsa-mir-429_MI0001641_human_miR-429	1	83	+	83	0	0	0	0	0	0	0	0	0	0
hsa-mir-449a_MI0001648_human_miR-449a	hsa-mir-449a_MI0001648_human_miR-449a	1	91	+	91	0	0	0	0	0	0	0	0	0	0
hsa-mir-450a-1_MI0001652_human_miR-450a-1	hsa-mir-450a-1_MI0001652_human_miR-450a-1	1	91	+	91	0	0	0	0	0	0	0	0	0	0
hsa-mir-431_MI0001721_human_miR-431	hsa-mir-431_MI0001721_human_miR-431	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-433_MI0001723_human_miR-433	hsa-mir-433_MI0001723_human_miR-433	1	93	+	93	0	0	0	0	0	0	0	0	0	0
hsa-mir-329-1_MI0001725_human_miR-329-1	hsa-mir-329-1_MI0001725_human_miR-329-1	1	80	+	80	0	0	0	0	0	0	0	0	0	0
hsa-mir-329-2_MI0001726_human_miR-329-2	hsa-mir-329-2_MI0001726_human_miR-329-2	1	84	+	84	0	0	0	0	0	0	0	0	0	0
hsa-mir-451a_MI0001729_human_miR-451a	hsa-mir-451a_MI0001729_human_miR-451a	1	72	+	72	0	0	0	0	0	0	0	0	0	0
hsa-mir-452_MI0001733_human_miR-452	hsa-mir-452_MI0001733_human_miR-452	1	85	+	85	0	0	0	0	0	0	0	0	0	0
hsa-mir-409_MI0001735_human_miR-409	hsa-mir-409_MI0001735_human_miR-409	1	79	+	79	0	0	0	0	0	0	0	0	0	0
hsa-mir-412_MI0002464_human_miR-412	hsa-mir-412_MI0002464_human_miR-412	1	91	+	91	0	0	0	0	0	0	0	0	0	0
hsa-mir-410_MI0002465_human_miR-410	hsa-mir-410_MI0002465_human_miR-410	1	80	+	80	0	0	0	0	0	0	0	0	0	0
hsa-mir-376b_MI0002466_human_miR-376b	hsa-mir-376b_MI0002466_human_miR-376b	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-483_MI0002467_human_miR-483	hsa-mir-483_MI0002467_human_miR-483	1	76	+	76	0	0	0	0	0	0	0	0	0	0
hsa-mir-484_MI0002468_human_miR-484	hsa-mir-484_MI0002468_human_miR-484	1	79	+	79	0	0	0	0	0	0	0	0	0	0
hsa-mir-485_MI0002469_human_miR-485	hsa-mir-485_MI0002469_human_miR-485	1	73	+	73	0	0	0	0	0	0	0	0	0	0
hsa-mir-486-1_MI0002470_human_miR-486	hsa-mir-486-1_MI0002470_human_miR-486	1	68	+	68	0	0	0	0	0	0	0	0	0	0
hsa-mir-487a_MI0002471_human_miR-487a	hsa-mir-487a_MI0002471_human_miR-487a	1	80	+	80	0	0	0	0	0	0	0	0	0	0
hsa-mir-488_MI0003123_human_miR-488	hsa-mir-488_MI0003123_human_miR-488	1	83	+	83	0	0	0	0	0	0	0	0	0	0
hsa-mir-489_MI0003124_human_miR-489	hsa-mir-489_MI0003124_human_miR-489	1	84	+	84	0	0	0	0	0	0	0	0	0	0
hsa-mir-490_MI0003125_human_miR-490	hsa-mir-490_MI0003125_human_miR-490	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-491_MI0003126_human_miR-491	hsa-mir-491_MI0003126_human_miR-491	1	84	+	84	0	0	0	0	0	0	0	0	0	0
hsa-mir-511_MI0003127_human_miR-511	hsa-mir-511_MI0003127_human_miR-511	1	87	+	87	0	0	0	0	0	0	0	0	0	0
hsa-mir-146b_MI0003129_human_miR-146b	hsa-mir-146b_MI0003129_human_miR-146b	1	73	+	73	0	0	0	0	0	0	0	0	0	0
hsa-mir-202_MI0003130_human_miR-202	hsa-mir-202_MI0003130_human_miR-202	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-492_MI0003131_human_miR-492	hsa-mir-492_MI0003131_human_miR-492	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-493_MI0003132_human_miR-493	hsa-mir-493_MI0003132_human_miR-493	1	89	+	89	0	0	0	0	0	0	0	0	0	0
hsa-mir-432_MI0003133_human_miR-432	hsa-mir-432_MI0003133_human_miR-432	1	94	+	94	0	0	0	0	0	0	0	0	0	0
hsa-mir-494_MI0003134_human_miR-494	hsa-mir-494_MI0003134_human_miR-494	1	81	+	81	0	0	0	0	0	0	0	0	0	0
hsa-mir-495_MI0003135_human_miR-495	hsa-mir-495_MI0003135_human_miR-495	1	82	+	82	0	0	0	0	0	0	0	0	0	0
hsa-mir-496_MI0003136_human_miR-496	hsa-mir-496_MI0003136_human_miR-496	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-193b_MI0003137_human_miR-193b	hsa-mir-193b_MI0003137_human_miR-193b	1	83	+	83	0	0	0	0	0	0	0	0	0	0
hsa-mir-497_MI0003138_human_miR-497	hsa-mir-497_MI0003138_human_miR-497	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-181d_MI0003139_human_miR-181d	hsa-mir-181d_MI0003139_human_miR-181d	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-512-1_MI0003140_human_miR-512-1	hsa-mir-512-1_MI0003140_human_miR-512-1	1	84	+	84	0	0	0	0	0	0	0	0	0	0
hsa-mir-512-2_MI0003141_human_miR-512-2	hsa-mir-512-2_MI0003141_human_miR-512-2	1	98	+	98	0	0	0	0	0	0	0	0	0	0
hsa-mir-498_MI0003142_human_miR-498	hsa-mir-498_MI0003142_human_miR-498	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-520e_MI0003143_human_miR-520e	hsa-mir-520e_MI0003143_human_miR-520e	1	87	+	87	0	0	0	0	0	0	0	0	0	0
hsa-mir-515-1_MI0003144_human_miR-515-1	hsa-mir-515-1_MI0003144_human_miR-515-1	1	83	+	83	0	0	0	0	0	0	0	0	0	0
hsa-mir-519e_MI0003145_human_miR-519e	hsa-mir-519e_MI0003145_human_miR-519e	1	84	+	84	0	0	0	0	0	0	0	0	0	0
hsa-mir-520f_MI0003146_human_miR-520f	hsa-mir-520f_MI0003146_human_miR-520f	1	87	+	87	0	0	0	0	0	0	0	0	0	0
